the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,cd,nta2010,nta2020,council,schooldist,policeprct,ct2010,ct2020,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,latitude,longitude,xcoord,ycoord,datasouce,uid
0101000020E6100000AC1EA2A3BF7F52C043FD32C17C4B4440,0101000020110F0000C34CA141256C5FC1B181CA08F4E35241,BKS11G GARAGE,1824,SHORE PARKWAY,1824 SHORE PARKWAY,BROOKLYN,11214,BROOKLYN,3,3378180,3069430030,311,BK29,BK1103,43,21,62,030400,030400,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.5897447107,-73.9960717281,985341.035859,154136.341984,dsny_garages,456291d488478054f25995d5a120f2bc
0101000020E6100000F3D6555D927B52C0717115710B5D4440,0101000020110F0000272661FC0C655FC11852D6109CF75241,WMNY BQE TRANSFER STATION,75,THOMAS STREET,75 THOMAS STREET,BROOKLYN,11222,BROOKLYN,3,3319540,3028020014,301,BK90,BK0104,33,14,94,044900,044902,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,Waste Management of NY,Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,40.726911674,-73.9308083856,1003427.76153,204117.653485,nysdec_solidwaste,41cd84504116e74eb259b5f171bdd67e
0101000020E61000003A2A82EE6E7B52C019374675535A4440,0101000020110F0000A9D3AACCD0645FC102B4F33290F45241,"COGENT TRANSFER; LLC",105,THAMES STREET,105 THAMES STREET,BROOKLYN,11237,BROOKLYN,3,3325727,3030090025,301,BK77,BK0104,34,32,90,045300,045300,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,Unknown,Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,40.7056719395,-73.928645732,1004033.48504,196379.853463,nysdec_solidwaste,43f8e6b621f11fe21562a961317987e2
0101000020E61000003AA35573C07B52C0B0C8BFFF04674440,0101000020110F0000ACE677445B655FC17AA30D86CB025341,MN11G/LCU GARAGE (FUTURE) GARAGE,207,EAST 127 STREET,207 EAST 127 STREET,NEW YORK,10035,MANHATTAN,1,1087849,1017920005,111,MN34,MN1102,8,05,25,024200,024200,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8048400578,-73.9336212482,1002626.60915,232508.930618,dsny_garages,45a0bb1b293f0a0c027d224075aade51
0101000020E6100000F7BE901DEC7552C0450CEFFA8E694440,0101000020110F0000C7A5DF62745B5FC1A8A464ECA4055341,BX11G GARAGE,800,ZEREGA AVENUE,800 ZEREGA AVENUE,BRONX,10473,BRONX,2,2094842,2037020001,209,BX09,BX0903,18,08,43,009000,009000,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8246759096,-73.8425363458,1027829.97614,239768.048992,dsny_garages,46f64aa517f277691b3cf91ed0a4be72
0101000020E61000000E8419FB8ED961C000000000008056C0,,NYCDOS-NORTH SHORE MTS,,,,FLUSHING,11354,QUEENS,4,0,0,0,,,0,,0,,,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,0,0,0,0,nysdec_solidwaste,493cbe408857a2656d9f2229d2a37626
0101000020E61000009A9D573A1F7052C0727B4E2498544440,0101000020110F00006330BD279A515FC14DF87ED924EE5241,DOS SECTION STATION 136/7/8,145-31,228 STREET,145-31 228 STREET,SPRINGFIELD GARDENS,11413,QUEENS,4,4286887,4134850015,413,QN03,QN1306,31,29,105,068000,068000,SANITATION SECTION STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.660893,-73.751906,1053081.97051,180155.003929,dcp_colp,4ac494f775c8a7f5ba45a08361bbfcf7
0101000020E610000072B5F146E67752C0389E98A59D664440,0101000020110F0000C6331727D05E5FC1C48F3A9057025341,S BRONX MARINE TRANSFER STN/SALT,2,FARRAGUT STREET,2 FARRAGUT STREET,BRONX,10474,BRONX,2,0,2027810306,202,BX27,BX0201,17,08,41,009300,009302,SOLID WASTE TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.801686,-73.87343,1019291.89194,231378.150021,dcp_colp,4beac53a10a4d4b32435cd0f5961f49b
0101000020E6100000DD9FD804A97B52C0C299C244CB4B4440,0101000020110F0000F7AB6E7733655FC114E691D84BE45241,BKS15KN GARAGE,2501,KNAPP STREET,2501 KNAPP STREET,BROOKLYN,11235,BROOKLYN,3,3414032,3088350001,315,BK17,BK1503,48,22,61,062800,062800,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.5921407652,-73.932191097,1003082.52593,155016.549934,dsny_garages,4c2adb105b9a9174db52f1aa9a530593
0101000020E6100000E9F26F155D8C52C0B79E9AC63B4A4440,0101000020110F0000C9CFFBCA92815FC182EBD0138DE25241,NYCDOS STATEN ISLAND TRANSFER STATION,600,WEST SERVICE ROAD,600 WEST SERVICE ROAD,STATEN ISLAND,10314,STATEN ISLAND,5,5141714,5026850100,502,SI05,SI0291,50,31,121,022800,022802,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.5799492128,-74.1931813807,930588.09384,150626.743172,nysdec_solidwaste,4c34505b7f2153d44a944cc463037091
0101000020E61000000E8419FB8ED961C000000000008056C0,,DSNY SOUTH BRONX HOUSEHOLD SPECIAL WASTE DROP-OFF SITE,,,,BRONX,10474,BRONX,2,0,0,0,,,0,,0,,,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,0,0,0,0,nysdec_solidwaste,4e9442547ce6866f808550a11b8ac2db
0101000020E6100000FEF10DE1357952C0E87D18D0F76C4440,0101000020110F00003536DA340A615FC104FC4ABF78095341,BX LCU GARAGE,4401,3 AVENUE,4401 3 AVENUE,BRONX,10457,BRONX,2,2011508,2030470050,206,BX17,BX0602,15,10,48,037504,037504,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8513126489,-73.8939135209,1013598.97529,249451.407697,dsny_garages,4e79c3b6e8addef95f355156fbd97735
0101000020E6100000DA7E0748997A52C094AAC7AB75664440,0101000020110F00006B3097E465635FC120035AB62A025341,BX03G GARAGE,680,EAST 132 STREET,680 EAST 132 STREET,BRONX,10454,BRONX,2,2003581,2025430060,201,BX39,BX0101,17,07,40,001900,001903,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8004660341,-73.9156055524,1007615.69396,230919.613215,dsny_garages,4ebf90ca9d4855fdcfe53ed9b92bcdf5
0101000020E61000008F5F485C987F52C066FA4C093E5B4440,0101000020110F00004CF39A89E26B5FC193099B0597F55241,HENRY STREET GARAGE,80,HENRY STREET,80 HENRY STREET,NEW YORK,10002,MANHATTAN,1,1079607,1002750003,103,MN27,MN0301,1,02,5,000800,000800,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.7128306989,-73.9936743451,986003.645248,198980.011316,dcp_colp,4edb1e3c8daa41cba231cff2596d92b8
0101000020E6100000DA7E0748997A52C094AAC7AB75664440,0101000020110F00006B3097E465635FC120035AB62A025341,BX04G GARAGE,720,EAST 132 STREET,720 EAST 132 STREET,BRONX,10454,BRONX,2,2003581,2025430060,201,BX39,BX0101,17,07,40,001900,001903,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8004660341,-73.9156055524,1007615.69396,230919.613215,dsny_garages,5000cacc91a7a826791ba6780f5e99e3
0101000020E61000004AD60A48FB7F52C06E1C8EB27E554440,0101000020110F0000A12D8F908A6C5FC151B1E6FD26EF5241,HAMILTON AVENUE TRANFER STATION,,19 STREET,None 19 STREET,BROOKLYN,,BROOKLYN,3,0,3006250250,0,,,0,,0,,001801,SOLID WASTE TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.667929,-73.999712,984329.895294,182620.943435,dcp_colp,519bcc70efd9e19ce8b132fbb6ff8b31
0101000020E6100000E8DBA1B3688C52C05E9DB10DC3484440,0101000020110F00006CFCF386A6815FC1658D3BD9E7E05241,SI03G GARAGE,1000,WEST SERVICE ROAD,1000 WEST SERVICE ROAD,STATEN ISLAND,10309,STATEN ISLAND,5,5130986,5059000500,503,SI05,SI0391,51,31,123,022800,022801,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.5684525603,-74.1938904844,930381.848413,146438.673741,dsny_garages,51cd4d6d1646b5f63d1310d2cb09f4de
0101000020E6100000F590C4ECD57352C05749DED522554440,0101000020110F0000F3567C02E9575FC172B68C22C0EE5241,QE08G GARAGE,130-23,150 AVENUE,130-23 150 AVENUE,JAMAICA,11430,QUEENS,4,4257531,4118840001,410,QN55,QN1001,28,27,106,084602,084602,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6651255924,-73.8099319377,1036979.75718,181656.789181,dsny_garages,52cfa4a35ca0afcaff670db7064d7418
0101000020E6100000B3E380E8967F52C03A28C0FD93624440,0101000020110F000050D01912E06B5FC1B25D0C1DD0FD5241,MN04A GARAGE,786,12 AVENUE,786 12 AVENUE,NEW YORK,10019,MANHATTAN,1,1027163,1011030044,104,MN15,MN0402,6,02,18,013500,013502,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.7701413338,-73.9935857069,986026.689254,219860.099194,dsny_garages,5354f4f502fa7a1fc664e3735ff45533
0101000020E61000000E8419FB8ED961C000000000008056C0,,DSNY MULDOON AVE HOUSEHOLD SPECIAL WASTE DROP-OFF FACILITY,,,,STATEN ISLAND,10312,STATEN ISLAND,5,0,0,0,,,0,,0,,,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,0,0,0,0,nysdec_solidwaste,54161b0e3da066edfd267e3c52443f74
0101000020E6100000C9B5CBE4487B52C09B25BB42C35A4440,0101000020110F0000D1AE2E3090645FC1D3FDB3750DF55241,BKN03G GARAGE,525,JOHNSON AVENUE,525 JOHNSON AVENUE,BROOKLYN,11237,BROOKLYN,3,3070584,3029870016,301,BK90,BK0104,34,14,90,044900,044902,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.7090838826,-73.9263240799,1004676.13414,197623.459411,dsny_garages,541e34cc9dabf0c57d5d1d568051143a
0101000020E6100000D49A450F7C7852C0EEBF04560E6B4440,0101000020110F00004030CA92CE5F5FC1C136E13853075341,SEC. STATION 92  BRONX FORCEMENT,1787,WEST FARMS ROAD,1787 WEST FARMS ROAD,BRONX,10460,BRONX,2,2010955,2030150058,203,BX75,BX0303,17,12,42,016100,016100,SANITATION SECTION STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.836375,-73.882572,1016743.91709,244013.068343,dcp_colp,55f9fd3f04d3f51335c8c75ea035a220
0101000020E6100000230C3B8C497652C0CCBEEA059F624440,0101000020110F0000C1282217135C5FC137CB2A7CDCFD5241,QE07G GARAGE,,,,FLUSHING,11354,QUEENS,4,0,4043460075,407,QN23,QN0701,19,25,109,090700,090700,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.770478,-73.848239,1026285.90903,220019.106169,dsny_garages,571c3a9db9c95cab31e81d0ae10ad3f3
0101000020E610000096386166736F52C05DB6257F075F4440,0101000020110F00003520C24976505FC1E8BDCE82D5F95241,QE11G GARAGE,75-05,DOUGLASTON PARKWAY,75-05 DOUGLASTON PARKWAY,OAKLAND GARDENS,11364,QUEENS,4,4445411,4078500020,411,QN45,QN1191,23,26,105,152901,138502,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.7424162804,-73.7414184517,1055903.9838,209864.653879,dsny_garages,57c17b3eb2eb4a29ca38df1edf444d84
0101000020E610000016DD2F0DC37952C0DCAF6F067F6B4440,0101000020110F000095108100FA615FC1A51390B9D1075341,SECTION STATION 31/42-3/52-3,1595,WASHINGTON AVENUE,1595 WASHINGTON AVENUE,BRONX,10457,BRONX,2,2009477,2029040034,203,BX01,BX0302,16,09,42,016700,016700,SANITATION SECTION STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.839814,-73.90253,1011219.87668,245259.249147,dcp_colp,57ce684867a9e99c956de18d55c22dcf
0101000020E610000096386166736F52C05DB6257F075F4440,0101000020110F00003520C24976505FC1E8BDCE82D5F95241,QE13A GARAGE,75-05,DOUGLASTON PARKWAY,75-05 DOUGLASTON PARKWAY,OAKLAND GARDENS,11364,QUEENS,4,4445411,4078500020,411,QN45,QN1191,23,26,105,152901,138502,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.7424162804,-73.7414184517,1055903.9838,209864.653879,dsny_garages,5880dc3c8cf2a7222c86ca73f960d0a1
0101000020E6100000373F1C5FA67C52C084BC2E8B13544440,0101000020110F0000E976B8CFE1665FC16C7AE96590ED5241,BKN09G GARAGE,690,NEW YORK AVENUE,690 NEW YORK AVENUE,BROOKLYN,11203,BROOKLYN,3,3327687,3048270039,309,BK60,BK0902,40,17,71,080400,080400,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6568464254,-73.9476545122,998773.794376,178587.589896,dsny_garages,5a0e430db09ff3ddcf363640fa8d626e
0101000020E6100000AC1EA2A3BF7F52C043FD32C17C4B4440,0101000020110F0000C34CA141256C5FC1B181CA08F4E35241,NYCDOS SOUTHWEST BROOKLYN MTS,400,BAY 41 STREET,400 BAY 41 STREET,BROOKLYN,11214,BROOKLYN,3,3378180,3069430030,311,BK29,BK1103,43,21,62,030400,030400,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.5897447107,-73.9960717281,985341.035859,154136.341984,nysdec_solidwaste,5b0dea8bf5c125d5024c0acc1e3da16c
0101000020E6100000F590C4ECD57352C05749DED522554440,0101000020110F0000F3567C02E9575FC172B68C22C0EE5241,QE10G GARAGE,130-23,150 AVENUE,130-23 150 AVENUE,JAMAICA,11430,QUEENS,4,4257531,4118840001,410,QN55,QN1001,28,27,106,084602,084602,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6651255924,-73.8099319377,1036979.75718,181656.789181,dsny_garages,5df60b73628a5955edca58373d82801b
0101000020E6100000866F96B9328152C0FC3E7A7A30534440,0101000020110F0000600E37959B6E5FC13C89B93492EC5241,"WASTE-CONNECTIONS 50TH STREET; BROOKLYN",110,50 STREET,110 50 STREET,BROOKLYN,11232,BROOKLYN,3,3013144,3007880009,307,BK32,BK0702,38,15,72,001800,001803,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,Waste Connections of NY,Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,40.6499169442,-74.0187210048,979055.124692,176059.203716,nysdec_solidwaste,5ee9c0cd5f3fbaad17cb463cdf5d944c
0101000020E6100000116246787B7B52C0F79FFEBA015B4440,0101000020110F00007455C718E6645FC1C44CBE7353F55241,BKN04G GARAGE,161,VARICK AVENUE,161 VARICK AVENUE,BROOKLYN,11237,BROOKLYN,3,3400387,3029620001,301,BK90,BK0104,34,14,90,044900,044902,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.7109903092,-73.9294110006,1003819.74744,198317.323286,dsny_garages,5fe26d83b661a4eb77991f7e7f2dbe06
0101000020E6100000F3BF8203077B52C02C6EAB8D615C4440,0101000020110F00006874CC4820645FC16E73C3ADDDF65241,QW05A GARAGE,58-02,48 STREET,58-02 48 STREET,MASPETH,11378,QUEENS,4,4544131,4026000001,405,QN31,QN0501,30,24,104,021900,021900,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.7217270934,-73.9223030829,1005786.84149,202230.727804,dsny_garages,623446cc4d3d336a647eeef3fa927ce1
0101000020E61000009290BA63077D52C0A09E322957594440,0101000020110F0000715B379B86675FC12EF0268E75F35241,BKN03G (FUTURE) GARAGE,60,NOSTRAND AVENUE,60 NOSTRAND AVENUE,BROOKLYN,11205,BROOKLYN,3,0,3017180001,303,BK75,BK0301,33,14,79,123700,123700,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6979724408,-73.9535760229,997122.869684,193570.050045,dsny_garages,6352bac8c6047de22ca0fac53e1e4e69
