the_geom,the_geom_webmercator,facname,addressnum,streetname,address,city,zipcode,boro,borocode,bin,bbl,cd,nta2010,nta2020,council,schooldist,policeprct,ct2010,ct2020,factype,facsubgrp,facgroup,facdomain,servarea,opname,opabbrev,optype,overagency,overabbrev,overlevel,capacity,captype,latitude,longitude,xcoord,ycoord,datasouce,uid
0101000020E61000003D94AD6FA57B52C069973749A8564440,0101000020110F0000F7A887612D655FC1F45F503A74F05241,BKN08G GARAGE,1755,PACIFIC STREET,1755 PACIFIC STREET,BROOKLYN,11213,BROOKLYN,3,3330693,3013360018,308,BK61,BK0802,36,16,77,030900,030900,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6770106813,-73.9319724267,1003119.24446,185936.985449,dsny_garages,6672f941602d81391460c512ca9afad8
0101000020E6100000F590C4ECD57352C05749DED522554440,0101000020110F0000F3567C02E9575FC172B68C22C0EE5241,QE12G GARAGE,130-23,150 AVENUE,130-23 150 AVENUE,JAMAICA,11430,QUEENS,4,4257531,4118840001,410,QN55,QN1001,28,27,106,084602,084602,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6651255924,-73.8099319377,1036979.75718,181656.789181,dsny_garages,6acad3f9b0d4ae41ce9a19de8aeaa48b
0101000020E6100000D8FA4317D47352C04A3A6F97FD584440,0101000020110F00000923FDE4E5575FC1C140623811F35241,SECTION STATION 121/122,97-22,CRESSKILL PLACE,97-22 CRESSKILL PLACE,JAMAICA,11435,QUEENS,4,4214221,4100110014,412,QN61,QN1201,28,28,103,020600,020600,SANITATION SECTION STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.695239,-73.80982,1036986.9923,192628.013539,dcp_colp,6bc051d481099e551eab2cf01955e10f
0101000020E6100000D474B96E1C7A52C0ADBAC8E5F75D4440,0101000020110F00007F1C19D391625FC1B5BAB613A5F85241,QW03G GARAGE,52-35,58 STREET,52-35 58 STREET,WOODSIDE,11377,QUEENS,4,4462505,4023610268,402,QN50,QN0203,30,24,108,024300,024300,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.7341277338,-73.9079853833,1009750.82363,206752.508656,dsny_garages,6be5e59c67ae1ea58f16391b23d653ef
0101000020E6100000CB2F9542207F52C017BCD98CD35A4440,0101000020110F00000BA5F088166B5FC13495EFB51FF55241,MN06G GARAGE,,,,NEW YORK,10002,MANHATTAN,1,1078939,1002410013,103,MN28,MN0301,1,01,7,000201,000201,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.709581,-73.986344,988036.002795,197796.279444,dsny_garages,6dec910eef3d6c9aff689ee171bdf853
0101000020E61000009A56C96E668052C074749013265C4440,0101000020110F0000F9437092406D5FC12EE560079BF65241,SECTION STATION 11/13,7,NO MOORE STREET,7 NO MOORE STREET,NEW YORK,10013,MANHATTAN,1,1002174,1001900047,101,MN24,MN0102,1,02,1,003300,003300,SANITATION SECTION STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.719912,-74.006252,982516.958038,201559.943965,dcp_colp,74aba35d5d413ac90532e70ce850e879
0101000020E6100000D01A93DDDA7B52C0C97B720C8A614440,0101000020110F0000E64BD02288655FC1B19026E5A5FC5241,QW01G GARAGE,34-28,21 STREET,34-28 21 STREET,ASTORIA,11106,QUEENS,4,4005787,4005230012,401,QN68,QN0105,26,30,114,004300,004300,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.76202541,-73.9352334916,1002191.80137,216909.76748,dsny_garages,783d61e988523ba7118e96d728077570
0101000020E61000000E8419FB8ED961C000000000008056C0,,NYCDOS EAST 91ST ST. MTS,,,,NEW YORK,10128,MANHATTAN,1,0,0,0,,,0,,0,,,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,Unknown,Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,0,0,0,0,nysdec_solidwaste,7a8c882f902eed86b5651b2901ff3de7
0101000020E6100000D9B9AC0BFF7152C0BB1B6076E54C4440,0101000020110F000086C6832CC9545FC14FF2C97B87E55241,QS LCU GARAGE,51-10,ALMEDA AVENUE,51-10 ALMEDA AVENUE,FAR ROCKAWAY,11691,QUEENS,4,4616024,4159800100,414,QN12,QN1491,31,27,101,097203,097207,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6007526373,-73.7811917486,1045011.59,158222.673264,dsny_garages,7acc9d74aee8cb7f14a58b564eccaf68
0101000020E6100000C8BDBBB7647B52C011D8319AFC5A4440,0101000020110F0000DA6B3573BF645FC17C73D6B44DF55241,HI-TECH RESOURCE RECOVERY INC,130,VARICK AVENUE,130 VARICK AVENUE,BROOKLYN,11237,BROOKLYN,3,3070558,3029690001,301,BK90,BK0104,34,14,90,044900,044902,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,Hi-Tech Resource Recovery Inc.,Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,40.7108338109,-73.9280223206,1004204.78502,198260.61953,nysdec_solidwaste,7bf10b56e9c4baa7546719238b3f41a8
0101000020E6100000629DD945777A52C04768BE28476F4440,0101000020110F0000B7E244202C635FC15DB2DCCD100C5341,MN08G GARAGE,4036,9 AVENUE,4036 9 AVENUE,NEW YORK,10034,MANHATTAN,1,1082037,1022120001,112,MN01,MN1203,10,06,34,029900,029900,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8693591053,-73.9135298375,1008165.60495,256020.461523,dsny_garages,7dce29502a25ff460fff6a7e6cdd24fe
0101000020E6100000DD4B1805C17E52C0B56BE653C75E4440,0101000020110F0000798887C2746A5FC1EFA1B7948DF95241,SECTION STATION 62,223,EAST 26 STREET,223 EAST 26 STREET,NEW YORK,10016,MANHATTAN,1,1082142,1009070015,106,MN20,MN0603,2,02,13,006600,006600,SANITATION SECTION STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.740458,-73.980531,989645.104321,209046.030552,dcp_colp,7f68723d83e718b730e15aab76741f46
0101000020E6100000F19D2E70697C52C0EA1739A291644440,0101000020110F0000140A5F4F7A665FC1BEC3B5B50B005341,MN11G GARAGE,343,EAST 99 STREET,343 EAST 99 STREET,NEW YORK,10029,MANHATTAN,1,1089407,1016710020,111,MN33,MN1101,8,04,23,016400,016400,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.7856943869,-73.9439354374,999775.644886,225531.504214,dsny_garages,7f9666b6929178bce815f36092d823e2
0101000020E6100000D4E2F4860C7752C06C3126500E554440,0101000020110F00009D7A51485E5D5FC1BCBE2C28A9EE5241,BK LCU GARAGE,803,FORBELL STREET,803 FORBELL STREET,BROOKLYN,11208,BROOKLYN,3,3099064,3045550001,305,BK82,BK0505,42,19,75,122000,122000,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6644993005,-73.860139598,1023051.24229,181402.382623,dsny_garages,80bbd0694d4be15d1060c4d8233da0d9
0101000020E61000003EFE0F0DB67252C02C8D7208F2594440,0101000020110F0000360CEA0600565FC13070390D23F45241,JAMAICA RECYCLING (LIBERTY),94-29,165 STREET,94-29 165 STREET,JAMAICA,11433,QUEENS,4,4312838,4101550063,412,QN61,QN1201,27,28,103,044400,044400,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,Michael Bellino,Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,40.7026987608,-73.7923615129,1041821.78703,195356.811405,nysdec_solidwaste,862debf0850f8b2ea59264692abff198
0101000020E6100000155E5DDACF7F52C045770E7F8A554440,0101000020110F0000ABAA10CC406C5FC1211D003434EF5241,NYCDOS MTS @ HAMILTON AVE.,500,HAMILTON AVENUE,500 HAMILTON AVENUE,BROOKLYN,11232,BROOKLYN,3,3336714,3006250002,307,BK32,BK0702,38,15,72,001800,001801,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,New York City Department of Sanitation,Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,40.6682890723,-73.997061339,985065.221932,182752.141497,nysdec_solidwaste,91bc961bc26d9b79d62fbc7dfbefaea3
0101000020E61000006F193E72D68A52C03ABE7685184B4440,0101000020110F000056857E41FB7E5FC1199190EF83E35241,SI02G GARAGE,2500,RICHMOND AVENUE,2500 RICHMOND AVENUE,STATEN ISLAND,10314,STATEN ISLAND,5,5041599,5025200001,502,SI05,SI0291,51,31,121,022800,022802,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.5866858316,-74.1693387613,937215.830182,153067.352895,dsny_garages,89014a04c02598084beaf960d8eca9d2
0101000020E610000003B618390B8052C0BEF10EB743554440,0101000020110F000084F8A3A4A56C5FC1EB8A0CF3E4EE5241,HAMILTON AVENUE TRANSFER STATION,75,20 STREET,75 20 STREET,BROOKLYN,11232,BROOKLYN,3,0,3006350013,307,BK32,BK0702,38,15,72,001800,001801,SOLID WASTE TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.666129,-74.000685,984059.966134,181965.153182,dcp_colp,8e968d32b9c9bb95a20fe018e71c7538
0101000020E61000002E6FDC90867A52C0648D0EED526F4440,0101000020110F0000362B4F1A46635FC13A5608051E0C5341,BX07G GARAGE,423,WEST 215 STREET,423 WEST 215 STREET,NEW YORK,10034,MANHATTAN,1,1082036,1022120001,112,MN01,MN1203,10,06,34,029900,029900,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8697182007,-73.9144632483,1007907.31788,256151.040549,dsny_garages,900a159a7ea29f9235004ddbd94d0c01
0101000020E61000002E6FDC90867A52C0648D0EED526F4440,0101000020110F0000362B4F1A46635FC13A5608051E0C5341,BX08G GARAGE,423,WEST 215 STREET,423 WEST 215 STREET,NEW YORK,10034,MANHATTAN,1,1082036,1022120001,112,MN01,MN1203,10,06,34,029900,029900,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8697182007,-73.9144632483,1007907.31788,256151.040549,dsny_garages,90435c1552416520dbcdd612274b8a62
0101000020E6100000E8DBA1B3688C52C05E9DB10DC3484440,0101000020110F00006CFCF386A6815FC1658D3BD9E7E05241,SI01G/SI03G GARAGE,1000,WEST SERVICE ROAD,1000 WEST SERVICE ROAD,STATEN ISLAND,10309,STATEN ISLAND,5,5130986,5059000500,503,SI05,SI0391,51,31,123,022800,022801,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.5684525603,-74.1938904844,930381.848413,146438.673741,dsny_garages,91a4ef6b5066f1ec81512f37f289a860
0101000020E61000008A1DF240647D52C04EB05D2F4D694440,0101000020110F0000D0E56A5824685FC108E43C145B055341,135 ST MARINE TRANSFER STATION,,WEST 135 STREET,None WEST 135 STREET,NEW YORK,,MANHATTAN,1,1062477,1021010120,109,MN06,MN0902,7,06,30,022301,022301,SOLID WASTE TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.822668,-73.959244,995530.063359,238999.949222,dcp_colp,94169d77fa57f4db4bb4c03b6a226168
0101000020E61000000E8419FB8ED961C000000000008056C0,,WMNY REVIEW TRANSFER STATION,,,,LONG ISLAND CITY,11101,QUEENS,4,0,0,0,,,0,,0,,,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,"Waste Management of NY; LLC",Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,0,0,0,0,nysdec_solidwaste,944a7d0819f9b21465246a1738e8f571
0101000020E610000073E0AC4D638852C0ED398121AB4B4440,0101000020110F00009DD098FDD17A5FC16326EFE627E45241,SEAVIEW HOSPITAL,460,BRIELLE AVENUE,460 BRIELLE AVENUE,STATEN ISLAND,10314,STATEN ISLAND,5,0,5009550100,502,SI24,SI0203,50,31,122,018100,018100,SANITATION SECTION STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.59116,-74.131061,947849.982483,154679.173653,nysparks_historicplaces,95dae1cee78a090154760704d8e68c4b
0101000020E6100000A97D19E7007952C0410CA0B7BE6B4440,0101000020110F000091DC8138B0605FC18727333A19085341,BX06A GARAGE,800,EAST 176 STREET,800 EAST 176 STREET,BRONX,10460,BRONX,2,2097277,2029530021,206,BX17,BX0602,17,12,48,036700,036700,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8417577296,-73.8906800984,1014497.85025,245971.292209,dsny_garages,970467bea32c7ac15dcb9d9eb4ce927e
0101000020E610000044B12F7DFA7B52C0F446B399C2664440,0101000020110F0000BE5406DABD655FC12D4A390681025341,MN LCU GARAGE,177,EAST 123 STREET,177 EAST 123 STREET,NEW YORK,10035,MANHATTAN,1,1054433,1017720031,111,MN34,MN1102,8,05,25,019600,019600,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8028137331,-73.9371636359,1001646.44744,231769.946121,dsny_garages,972f03e3da21c624c13172497f1ac668
0101000020E61000007003EAA6597A52C020146A5518664440,0101000020110F0000D9AAE3CFF9625FC14DA5C7FEC1015341,ACTION ENVIRONMENTAL SYSTEMS INC BRONX TS,920,EAST 132 STREET,920 EAST 132 STREET,BRONX,10454,BRONX,2,2117474,2025830050,201,BX39,BX0101,17,07,40,001900,001903,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,Action Carting Environmental Services LLC,Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,40.7976176041,-73.9117219238,1008691.97226,229882.891007,nysdec_solidwaste,a2785613ccf6ecb6c740116df4c44e19
0101000020E6100000F33D9CB9E27552C0CB7ADCD254614440,0101000020110F0000DD94836F645B5FC11B9F08376AFC5241,TULLY ENVIRONMENTAL INC FLUSHING,127-20,34 AVENUE,127-20 34 AVENUE,CORONA,11368,QUEENS,4,4045065,4018300010,407,QN99,QN0707,21,25,110,038301,038301,TRANSFER STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,Tully Environmental Inc.,Non-public,Non-public,NYS Department of Environmental Conservation,NYSDEC,State,0,,40.7604011134,-73.8419631987,1028030.84963,216350.843352,nysdec_solidwaste,a5a5bb80a186377466559cba2555935f
0101000020E6100000A7F92549647A52C00C007FF9356F4440,0101000020110F0000ABCAE0DF0B635FC1F7040A81FD0B5341,MN12G GARAGE,301,WEST 215 STREET,301 WEST 215 STREET,NEW YORK,10034,MANHATTAN,1,1064485,1021960001,112,MN01,MN1203,10,06,34,029900,029900,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.8688346741,-73.912370956,1008486.31523,255829.70928,dsny_garages,9dd871f6ca79b04333453245bf45fac4
0101000020E61000007CFE15607C7E52C0B1E910D164504440,0101000020110F0000A55B0129006A5FC16836F83771E95241,BKS18G GARAGE,105,FOSTER AVENUE,105 FOSTER AVENUE,BROOKLYN,11230,BROOKLYN,3,3398029,3054260001,314,BK42,BK1402,44,20,70,048000,048000,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.6280766809,-73.9763412679,990817.189991,168102.535718,dsny_garages,9eb48663d95d32d756e5de738839c0c6
0101000020E6100000779A8032267652C0C822EA3892624440,0101000020110F0000EA5E420BD75B5FC1A1413921CEFD5241,QN07A GARAGE,30-19,122 STREET,30-19 122 STREET,FLUSHING,11354,QUEENS,4,4570021,4043500001,407,QN23,QN0701,19,25,109,090700,090700,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.7700873513,-73.8460813767,1026883.79331,219877.822811,dsny_garages,a06b8bc8f95723f5567c0de4e8bfd15f
0101000020E6100000CB2F9542207F52C017BCD98CD35A4440,0101000020110F00000BA5F088166B5FC13495EFB51FF55241,MN03G GARAGE,,,,NEW YORK,10002,MANHATTAN,1,1078939,1002410013,103,MN28,MN0301,1,01,7,000201,000201,DSNY GARAGE,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.709581,-73.986344,988036.002795,197796.279444,dsny_garages,aa75762e62fef8748609a12827d186bc
0101000020E610000017CFF6AB007652C057C38B2B2E644440,0101000020110F0000955B964D975B5FC1F74703259CFF5241,DISTRICT7\SECTION STATION #75,18-15,124 STREET,18-15 124 STREET,COLLEGE POINT,11356,QUEENS,4,4098888,4041300013,407,QN23,QN0701,19,25,109,092500,092500,SANITATION SECTION STATION,SOLID WASTE TRANSFER AND CARTING,SOLID WASTE,CORE INFRASTRUCTURE AND TRANSPORTATION,Regional,NYC Department of Sanitation,NYCDSNY,Public,NYC Department of Sanitation,NYCDSNY,City,0,,40.782659,-73.843791,1027510.03437,224459.212994,dcp_colp,aa158b1bfd8b841355779133c6485fd2
